                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    214,                0.51104,                0.88264,                0.40148,                0.97145,                 0.9791,                0.99066,                0.99485,                0.92891,                0.97766,                0.98922,                0.99451,                0.74292,                0.37308,                0.61946,                0.29791,                0.80327,             0.00021449,             0.00021449,             0.00021449
                    215,                0.51433,                0.92818,                0.40073,                0.97251,                0.98228,                  0.994,                0.99488,                0.93101,                0.98097,                0.99239,                0.99461,                0.74186,                0.36859,                0.61989,                0.29374,                0.79926,             0.00021213,             0.00021213,             0.00021213
                    216,                0.50035,                0.89327,                  0.393,                0.97115,                0.98777,                0.99208,                0.99495,                0.93269,                0.98689,                0.98982,                0.99453,                 0.7359,                0.37186,                0.63026,                0.29494,                 0.7978,             0.00020977,             0.00020977,             0.00020977
                    217,                0.51111,                0.92093,                0.39082,                0.97094,                0.98877,                0.99278,                0.99494,                0.94088,                0.98793,                0.99076,                 0.9945,                0.74673,                0.36533,                0.61417,                0.28999,                0.79588,             0.00020742,             0.00020742,             0.00020742
                    218,                0.48584,                0.87562,                 0.3835,                0.95567,                0.98774,                  0.994,                0.99493,                0.93972,                0.98717,                0.99343,                0.99475,                0.74542,                0.35618,                0.59693,                0.28571,                0.79129,             0.00020506,             0.00020506,             0.00020506
                    219,                0.52229,                0.91024,                0.40839,                0.97432,                0.98777,                0.99443,                0.99492,                0.94052,                0.98753,                0.99333,                0.99469,                0.73799,                0.35496,                0.61278,                0.28612,                0.79039,              0.0002027,              0.0002027,              0.0002027
                    220,                 0.5063,                0.86821,                0.39416,                0.96409,                0.99216,                0.98832,                 0.9949,                0.93297,                0.99227,                 0.9876,                0.99465,                0.74919,                0.35784,                0.60039,                0.28756,                 0.7928,             0.00020035,             0.00020035,             0.00020035
                    221,                 0.5049,                0.90474,                0.40214,                0.97764,                0.99049,                0.98795,                0.99493,                 0.9359,                0.99024,                0.98663,                0.99434,                0.75991,                0.35256,                0.58733,                0.28539,                0.79338,             0.00019799,             0.00019799,             0.00019799
                    222,                 0.5017,                0.91504,                0.40371,                0.97716,                0.98978,                 0.9895,                 0.9949,                0.93821,                0.98823,                0.98759,                0.99438,                0.74446,                0.35203,                0.59878,                0.28597,                0.79462,             0.00019564,             0.00019564,             0.00019564
                    223,                0.49293,                0.86902,                0.38219,                0.97434,                 0.9913,                 0.9899,                0.99487,                0.94068,                0.99105,                0.98898,                0.99465,                0.75169,                0.34987,                0.59394,                0.28456,                0.79314,             0.00019328,             0.00019328,             0.00019328
                    224,                0.49248,                0.87679,                0.38388,                 0.9522,                0.98848,                0.99128,                0.99495,                0.94535,                0.98988,                0.98788,                0.99469,                 0.7579,                0.34938,                0.59293,                0.28473,                0.79196,             0.00019092,             0.00019092,             0.00019092
                    225,                0.49427,                 0.8663,                0.38878,                0.96096,                0.98785,                0.98717,                0.99462,                0.94103,                 0.9871,                0.98627,                0.99446,                0.75506,                0.35366,                0.59497,                0.28324,                0.79161,             0.00018857,             0.00018857,             0.00018857
                    226,                0.50512,                0.91004,                0.39167,                0.97083,                 0.9883,                0.98602,                0.99414,                 0.9413,                0.98759,                0.98471,                0.99395,                0.74736,                0.34833,                0.59146,                 0.2798,                0.78954,             0.00018621,             0.00018621,             0.00018621
                    227,                0.51484,                0.88528,                0.39635,                0.96954,                 0.9899,                0.98519,                0.99434,                0.94666,                0.98972,                0.98422,                0.99425,                0.75563,                0.34485,                0.58701,                0.27832,                0.78997,             0.00018385,             0.00018385,             0.00018385
                    228,                0.49693,                0.88481,                0.38896,                0.95444,                0.98421,                0.98974,                0.99455,                0.94673,                0.98441,                0.98807,                0.99442,                0.75653,                0.35306,                0.59912,                0.28284,                0.79348,              0.0001815,              0.0001815,              0.0001815
                    229,                0.50118,                0.87392,                0.38356,                0.96469,                0.98672,                0.99209,                0.99479,                0.95263,                0.98616,                0.99152,                0.99451,                0.76014,                0.34977,                0.60045,                0.28264,                 0.7916,             0.00017914,             0.00017914,             0.00017914
                    230,                0.47525,                0.85413,                0.36658,                0.96011,                0.98391,                0.99412,                0.99483,                 0.9459,                0.98391,                0.99266,                0.99464,                0.76566,                0.34238,                0.58653,                0.28217,                0.78665,             0.00017679,             0.00017679,             0.00017679
                    231,                0.50774,                 0.8508,                0.39464,                0.95856,                0.98773,                0.99181,                0.99492,                0.94908,                0.98975,                0.98799,                0.99478,                0.75978,                0.33675,                0.58919,                0.27806,                0.78343,             0.00017443,             0.00017443,             0.00017443
                    232,                0.49124,                 0.8646,                0.38218,                0.96259,                0.99141,                0.98937,                0.99495,                0.95309,                0.99126,                0.98839,                0.99471,                0.75221,                0.35081,                0.60557,                0.27866,                 0.7856,             0.00017207,             0.00017207,             0.00017207
                    233,                0.49548,                0.89086,                0.38769,                0.95615,                0.99111,                0.99051,                0.99495,                0.94591,                0.99125,                0.98926,                 0.9947,                0.76296,                0.34398,                0.59522,                0.27735,                 0.7845,             0.00016972,             0.00016972,             0.00016972
                    234,                0.49289,                0.89334,                0.38582,                0.96955,                0.98938,                0.99426,                0.99497,                0.94917,                   0.99,                 0.9924,                0.99473,                 0.7626,                0.33992,                0.59093,                0.27614,                0.78405,             0.00016736,             0.00016736,             0.00016736
                    235,                0.49803,                0.82968,                0.38508,                 0.9768,                0.98968,                0.99526,                0.99497,                0.94912,                0.98897,                0.99369,                0.99468,                0.75956,                0.33794,                0.58761,                0.27475,                0.78387,             0.00016501,             0.00016501,             0.00016501
                    236,                0.47389,                0.81934,                0.36375,                 0.9393,                0.98339,                0.99546,                0.99488,                0.95056,                0.98325,                0.99187,                0.99456,                0.75957,                0.33671,                0.57651,                 0.2746,                0.78249,             0.00016265,             0.00016265,             0.00016265
                    237,                0.48569,                0.90505,                 0.3794,                0.97073,                0.98609,                0.99191,                0.99487,                0.94949,                0.98533,                0.98982,                0.99457,                0.76292,                 0.3333,                0.57457,                0.27507,                0.78206,             0.00016029,             0.00016029,             0.00016029
                    238,                0.48836,                0.86011,                0.37371,                0.94367,                0.98538,                0.99474,                0.99488,                0.94728,                0.98472,                0.99318,                0.99461,                0.75682,                  0.334,                0.57988,                0.27475,                 0.7832,             0.00015794,             0.00015794,             0.00015794
                    239,                0.47078,                0.84274,                 0.3689,                0.93938,                0.98682,                 0.9939,                0.99496,                0.95246,                0.98621,                 0.9918,                0.99468,                0.75916,                0.33071,                0.57052,                0.27372,                0.78232,             0.00015558,             0.00015558,             0.00015558
                    240,                0.47482,                0.83699,                0.36539,                0.94486,                0.98725,                0.99403,                0.99499,                0.95398,                0.98702,                0.99264,                0.99475,                 0.7634,                0.32901,                 0.5671,                0.27008,                 0.7821,             0.00015322,             0.00015322,             0.00015322
                    241,                0.48228,                0.82809,                0.36654,                0.94392,                 0.9882,                0.99475,                  0.995,                0.95418,                0.98754,                0.99332,                0.99471,                0.76297,                0.32633,                0.56756,                0.26714,                0.78149,             0.00015087,             0.00015087,             0.00015087
                    242,                0.47592,                0.85126,                0.37096,                0.95432,                0.98754,                0.99641,                0.99496,                0.95311,                0.98114,                0.98959,                0.98668,                0.76097,                0.32822,                0.57679,                0.26725,                0.78099,             0.00014851,             0.00014851,             0.00014851
                    243,                0.46979,                0.83263,                0.37085,                0.94949,                0.98837,                0.99545,                0.99495,                0.95217,                0.98852,                 0.9947,                0.99488,                0.77222,                0.32306,                0.55792,                0.26632,                0.77844,             0.00014616,             0.00014616,             0.00014616
                    244,                0.48364,                0.86155,                0.36823,                0.95518,                0.98731,                0.99658,                0.99491,                0.95368,                0.98737,                0.99652,                0.99482,                0.77693,                0.32282,                0.55476,                 0.2647,                0.77738,              0.0001438,              0.0001438,              0.0001438
                    245,                0.45087,                0.79665,                0.35512,                0.94093,                0.98697,                0.99788,                0.99498,                  0.954,                0.98613,                0.99686,                0.99474,                0.77426,                  0.322,                0.56314,                0.26352,                 0.7767,             0.00014144,             0.00014144,             0.00014144
                    246,                0.47865,                0.89254,                0.37645,                 0.9428,                0.99035,                 0.9965,                0.99498,                0.95323,                0.98936,                0.99551,                 0.9948,                0.77615,                0.31814,                0.56063,                0.26393,                0.77598,             0.00013909,             0.00013909,             0.00013909
                    247,                0.46016,                0.81743,                0.35519,                0.94286,                0.99075,                0.99578,                0.99497,                  0.955,                0.98987,                0.99417,                0.99385,                0.77824,                0.31144,                0.54991,                0.26126,                0.77377,             0.00013673,             0.00013673,             0.00013673
                    248,                0.47182,                0.82484,                0.36308,                0.94961,                0.99157,                0.99523,                0.99497,                0.95524,                 0.9898,                0.99389,                0.99397,                0.77618,                0.31011,                0.55325,                0.25938,                0.77346,             0.00013437,             0.00013437,             0.00013437
                    249,                0.47143,                0.83835,                0.35713,                0.94449,                0.99225,                0.99637,                0.99498,                0.95455,                0.99062,                0.99487,                0.99391,                0.76831,                0.31283,                0.55913,                0.25803,                0.77412,             0.00013202,             0.00013202,             0.00013202
                    250,                0.44523,                0.83016,                0.36193,                0.93356,                0.99301,                0.99465,                0.99498,                0.95304,                0.99158,                0.99325,                0.99476,                0.77502,                0.31172,                0.54224,                0.25626,                0.77209,             0.00012966,             0.00012966,             0.00012966
                    251,                0.46671,                0.84484,                0.36439,                0.95142,                0.99194,                0.99404,                0.99499,                0.95344,                0.99051,                0.99263,                0.99476,                0.78036,                0.31036,                0.53841,                0.25501,                0.77102,             0.00012731,             0.00012731,             0.00012731
                    252,                0.47776,                0.88634,                 0.3766,                0.96012,                0.99075,                0.99207,                0.99498,                0.95442,                0.98905,                 0.9924,                0.99475,                0.77953,                  0.312,                0.54363,                0.25578,                 0.7734,             0.00012495,             0.00012495,             0.00012495
                    253,                 0.4634,                0.81664,                0.36305,                0.94732,                0.99161,                0.99108,                0.99498,                 0.9527,                0.99022,                0.99029,                0.99473,                0.77652,                0.31263,                0.55095,                0.25638,                0.77513,             0.00012259,             0.00012259,             0.00012259
                    254,                0.45208,                0.82615,                0.34706,                 0.9398,                0.99169,                0.99058,                0.99496,                0.95108,                0.99069,                 0.9896,                0.99464,                0.76991,                 0.3074,                0.55316,                0.25402,                0.77584,             0.00012024,             0.00012024,             0.00012024
                    255,                0.45044,                0.81242,                 0.3483,                0.95248,                0.99047,                0.99324,                0.99496,                0.95127,                0.98879,                0.99217,                0.99463,                0.77479,                0.30504,                0.54055,                0.25279,                0.77436,             0.00011788,             0.00011788,             0.00011788
                    256,                 0.4515,                0.82467,                0.35633,                0.93963,                0.99142,                0.99488,                0.99495,                0.95526,                0.98985,                0.99402,                0.99463,                0.77623,                0.30392,                0.52675,                0.25226,                0.77177,             0.00011553,             0.00011553,             0.00011553
                    257,                0.44554,                0.80881,                0.35029,                0.93511,                0.99078,                0.99481,                0.99497,                0.95503,                0.98952,                0.99391,                0.99465,                0.77813,                0.30664,                 0.5278,                0.25476,                 0.7721,             0.00011317,             0.00011317,             0.00011317
                    258,                0.45188,                 0.7898,                0.33979,                0.94423,                0.98944,                0.99452,                0.99495,                0.95781,                 0.9889,                0.99345,                0.99457,                0.77549,                0.30661,                 0.5457,                0.25657,                0.77145,             0.00011081,             0.00011081,             0.00011081
                    259,                0.45489,                0.81137,                0.36001,                 0.9411,                0.98997,                0.99414,                0.99494,                0.96092,                0.98922,                0.99316,                0.99451,                0.77897,                0.30481,                0.53714,                 0.2558,                 0.7699,             0.00010846,             0.00010846,             0.00010846
                    260,                0.45422,                 0.7966,                0.34925,                0.93522,                0.99174,                0.99173,                0.99494,                0.95644,                0.99074,                0.99075,                0.99449,                0.77667,                0.30143,                0.52724,                0.25633,                 0.7677,              0.0001061,              0.0001061,              0.0001061
                    261,                0.45755,                0.80734,                0.35839,                0.93876,                0.99171,                0.99154,                0.99497,                0.95657,                 0.9909,                0.99066,                0.99468,                 0.7746,                0.30488,                0.53079,                0.25596,                0.76743,             0.00010374,             0.00010374,             0.00010374
                    262,                0.44687,                0.79701,                 0.3434,                0.94236,                0.98747,                0.99447,                0.99492,                0.95516,                 0.9877,                0.99311,                0.99454,                0.77254,                 0.3042,                 0.5325,                0.25638,                0.76729,             0.00010139,             0.00010139,             0.00010139
                    263,                0.45209,                0.82324,                0.34372,                 0.9395,                0.98902,                0.99352,                0.99496,                0.95415,                0.98714,                0.99166,                0.99434,                0.78084,                0.29911,                0.52608,                0.25426,                 0.7659,             9.9032e-05,             9.9032e-05,             9.9032e-05
                    264,                0.44766,                0.79385,                0.34263,                0.93834,                 0.9909,                0.99305,                0.99496,                0.95976,                0.99047,                0.99263,                0.99475,                0.78402,                0.29892,                0.52894,                0.25122,                0.76512,             9.6676e-05,             9.6676e-05,             9.6676e-05
                    265,                0.42564,                0.75538,                0.33576,                0.92721,                0.99124,                0.99259,                0.99497,                0.96293,                0.99081,                0.99217,                0.99482,                0.78439,                0.30023,                0.52559,                0.24904,                0.76574,             9.4319e-05,             9.4319e-05,             9.4319e-05
                    266,                0.41846,                0.73506,                0.31973,                0.92272,                0.98809,                0.99809,                0.99498,                0.95919,                0.98766,                0.99767,                 0.9949,                0.79417,                 0.2964,                0.51498,                0.24539,                 0.7652,             9.1963e-05,             9.1963e-05,             9.1963e-05
                    267,                0.45658,                0.80588,                0.33879,                 0.9434,                0.99109,                0.99637,                  0.995,                0.96171,                0.99066,                0.99595,                0.99491,                0.79309,                0.29245,                0.51347,                0.24372,                0.76437,             8.9607e-05,             8.9607e-05,             8.9607e-05
                    268,                0.43291,                0.77671,                0.34045,                0.92304,                0.99145,                0.99688,                  0.995,                0.96149,                0.99107,                 0.9964,                0.99491,                0.78756,                0.28902,                 0.5204,                0.24168,                 0.7639,             8.7251e-05,             8.7251e-05,             8.7251e-05
                    269,                0.43564,                0.79957,                0.33826,                0.93433,                0.99218,                0.99564,                  0.995,                0.95927,                 0.9918,                0.99516,                0.99492,                0.77977,                0.28824,                0.51833,                0.24154,                0.76332,             8.4895e-05,             8.4895e-05,             8.4895e-05
                    270,                0.42537,                0.75174,                0.32885,                0.92109,                0.99201,                0.99679,                  0.995,                0.96102,                0.99154,                0.99643,                0.99493,                0.79017,                0.28474,                0.50397,                0.24019,                0.76091,             8.2538e-05,             8.2538e-05,             8.2538e-05
                    271,                0.44337,                0.77827,                0.34543,                0.93341,                0.99179,                0.99635,                  0.995,                0.96701,                0.99151,                0.99572,                0.99492,                0.78977,                0.28523,                0.50326,                0.24039,                0.75972,             8.0182e-05,             8.0182e-05,             8.0182e-05
                    272,                0.44471,                0.80265,                0.34863,                0.93428,                0.99227,                0.99544,                  0.995,                 0.9661,                0.99184,                0.99502,                0.99498,                 0.7889,                0.28386,                0.50667,                0.23858,                0.75879,             7.7826e-05,             7.7826e-05,             7.7826e-05
                    273,                0.43982,                0.83034,                0.34307,                0.94105,                0.99194,                0.99583,                  0.995,                0.96754,                0.99151,                0.99541,                0.99498,                0.78542,                0.28188,                0.51216,                 0.2375,                0.75805,              7.547e-05,              7.547e-05,              7.547e-05
                    274,                0.43037,                0.77185,                0.33883,                0.93332,                 0.9922,                0.99558,                  0.995,                0.96758,                0.99178,                0.99516,                0.99497,                0.78499,                0.28205,                0.51951,                0.23838,                0.75803,             7.3114e-05,             7.3114e-05,             7.3114e-05
                    275,                0.41463,                0.73304,                0.32953,                0.92564,                0.99205,                0.99639,                  0.995,                0.96549,                0.99162,                0.99597,                0.99499,                0.78801,                0.28261,                  0.518,                0.23798,                0.75812,             7.0757e-05,             7.0757e-05,             7.0757e-05
                    276,                0.41471,                0.76689,                0.33046,                  0.928,                0.99154,                0.99676,                0.99499,                0.96857,                0.99112,                0.99634,                0.99494,                0.78741,                0.28371,                0.50885,                0.23717,                0.75807,             6.8401e-05,             6.8401e-05,             6.8401e-05
                    277,                0.42325,                0.74552,                0.32736,                0.91992,                0.99225,                0.99632,                  0.995,                0.96813,                0.99231,                0.99576,                0.99494,                0.78939,                0.28228,                0.50352,                0.23675,                0.75785,             6.6045e-05,             6.6045e-05,             6.6045e-05
                    278,                0.41205,                0.75732,                0.32375,                0.93461,                0.99305,                0.99531,                  0.995,                0.96992,                0.99285,                0.99468,                0.99494,                0.79211,                0.27675,                0.49504,                 0.2338,                0.75757,             6.3689e-05,             6.3689e-05,             6.3689e-05
                    279,                0.41072,                0.75724,                0.32869,                0.92273,                0.99427,                 0.9946,                  0.995,                 0.9704,                  0.994,                0.99418,                0.99494,                0.79401,                0.27401,                0.49244,                0.23374,                0.75719,             6.1333e-05,             6.1333e-05,             6.1333e-05
                    280,                0.42945,                0.77953,                 0.3351,                0.93059,                0.99356,                0.99556,                  0.995,                0.96667,                0.99332,                0.99502,                0.99497,                0.79498,                0.27639,                0.49997,                0.23392,                0.75786,             5.8976e-05,             5.8976e-05,             5.8976e-05
                    281,                0.39886,                0.73977,                 0.3173,                0.90628,                0.99333,                0.99593,                  0.995,                0.96903,                0.99304,                 0.9954,                0.99497,                0.79212,                0.27666,                0.50213,                0.23427,                0.75783,              5.662e-05,              5.662e-05,              5.662e-05
                    282,                0.40156,                0.70902,                0.31237,                0.91817,                0.99296,                0.99673,                  0.995,                0.96855,                0.99258,                0.99629,                0.99497,                0.79572,                0.27368,                0.49519,                0.23383,                0.75605,             5.4264e-05,             5.4264e-05,             5.4264e-05
                    283,                0.42758,                0.75656,                0.33506,                0.92858,                0.99273,                0.99682,                  0.995,                0.96698,                 0.9923,                 0.9964,                0.99498,                0.79817,                0.27175,                0.49036,                 0.2327,                0.75497,             5.1908e-05,             5.1908e-05,             5.1908e-05
                    284,                0.41194,                0.73643,                0.32461,                0.91623,                0.99178,                0.99676,                0.99499,                 0.9666,                0.99136,                0.99634,                0.99497,                0.79718,                0.27114,                0.48841,                0.23256,                0.75476,             4.9552e-05,             4.9552e-05,             4.9552e-05
                    285,                0.43305,                0.78919,                0.34115,                0.94265,                0.99091,                0.99725,                0.99499,                0.96863,                0.99049,                0.99683,                0.99498,                 0.7954,                 0.2707,                0.49148,                0.23262,                0.75451,             4.7195e-05,             4.7195e-05,             4.7195e-05
                    286,                0.43704,                0.76984,                0.33409,                 0.9273,                0.98984,                0.99738,                0.99498,                0.96824,                0.98997,                0.99709,                0.99497,                0.79302,                0.26926,                 0.4995,                0.23231,                0.75462,             4.4839e-05,             4.4839e-05,             4.4839e-05
                    287,                0.40651,                0.74682,                0.31093,                 0.9121,                 0.9902,                0.99797,                  0.995,                0.96931,                0.98977,                0.99755,                0.99498,                0.79307,                0.26681,                0.49568,                0.23135,                0.75389,             4.2483e-05,             4.2483e-05,             4.2483e-05
                    288,                0.42704,                0.77017,                0.32633,                0.92363,                 0.9905,                0.99797,                  0.995,                0.97417,                0.99008,                0.99755,                0.99498,                0.80043,                 0.2664,                0.48977,                0.23075,                0.75341,             4.0127e-05,             4.0127e-05,             4.0127e-05
                    289,                0.39967,                0.74126,                0.31308,                0.91863,                0.98958,                0.99822,                  0.995,                0.97345,                0.98916,                 0.9978,                0.99497,                0.80132,                0.26564,                 0.4879,                0.22981,                0.75342,             3.7771e-05,             3.7771e-05,             3.7771e-05
                    290,                0.40153,                0.75486,                0.32576,                0.92072,                0.98939,                0.99822,                  0.995,                0.97329,                0.98897,                 0.9978,                0.99497,                0.79974,                0.26328,                 0.4845,                0.22803,                0.75275,             3.5414e-05,             3.5414e-05,             3.5414e-05
                    291,                0.32818,                0.59467,                0.27068,                0.89479,                0.99047,                 0.9981,                  0.995,                0.97297,                0.99005,                0.99768,                0.99497,                0.79909,                0.26316,                0.48557,                0.22745,                0.75293,             3.3058e-05,             3.3058e-05,             3.3058e-05
                    292,                0.33885,                0.58961,                0.27297,                 0.9002,                0.99141,                0.99782,                0.99499,                 0.9721,                0.99099,                 0.9974,                0.99497,                0.80187,                0.26233,                0.48436,                0.22739,                0.75233,             3.0702e-05,             3.0702e-05,             3.0702e-05
                    293,                0.32643,                0.58061,                0.26672,                 0.8974,                0.99186,                0.99734,                0.99499,                0.97241,                0.99144,                0.99692,                0.99497,                0.80475,                0.26178,                0.48174,                0.22704,                 0.7516,             2.8346e-05,             2.8346e-05,             2.8346e-05
                    294,                0.30797,                 0.5624,                0.26069,                0.88322,                0.99232,                0.99767,                0.99499,                0.97213,                 0.9919,                0.99725,                0.99498,                0.80601,                0.26202,                 0.4799,                0.22718,                0.75114,              2.599e-05,              2.599e-05,              2.599e-05
                    295,                0.31716,                0.60131,                0.26302,                 0.8883,                0.99258,                0.99729,                0.99499,                0.97199,                0.99215,                0.99687,                0.99497,                0.80485,                0.26239,                0.48281,                 0.2271,                0.75118,             2.3633e-05,             2.3633e-05,             2.3633e-05
                    296,                0.31755,                0.57938,                0.26523,                0.88717,                0.99221,                0.99729,                0.99499,                0.97282,                0.99133,                0.99641,                0.99497,                0.79836,                0.26212,                0.48789,                0.22717,                0.75118,             2.1277e-05,             2.1277e-05,             2.1277e-05
                    297,                0.30901,                0.56243,                 0.2555,                 0.8812,                0.99236,                0.99743,                0.99499,                0.97291,                0.99163,                0.99651,                0.99497,                0.79519,                 0.2608,                0.48837,                 0.2268,                0.75081,             1.8921e-05,             1.8921e-05,             1.8921e-05
                    298,                0.32077,                0.57807,                 0.2661,                0.88682,                 0.9927,                0.99736,                0.99499,                0.97422,                0.99227,                0.99694,                0.99497,                0.79778,                0.25924,                0.48701,                0.22544,                0.75011,             1.6565e-05,             1.6565e-05,             1.6565e-05
                    299,                0.31487,                0.54845,                0.25799,                0.87893,                0.99287,                0.99726,                0.99499,                0.97394,                0.99245,                0.99684,                0.99497,                0.79648,                0.25836,                0.48512,                0.22547,                0.74976,             1.4209e-05,             1.4209e-05,             1.4209e-05
                    300,                 0.3228,                0.59053,                0.26556,                0.88353,                0.99314,                 0.9968,                0.99499,                0.97414,                0.99271,                0.99638,                0.99497,                0.79458,                0.25746,                0.48424,                0.22457,                0.75001,             1.1852e-05,             1.1852e-05,             1.1852e-05
